,TimeStep,GHI,T,Wind,Load
0,0,0.0,-0.6545016213091,3.541068030003358,403.25382246203617
0,1,0.0,-0.9490486229099577,4.485352838004254,394.0080771654229
0,2,0.0,-1.0472309567769083,3.068925626002911,389.63167199863443
0,3,0.0,-1.243595624510811,2.8328544240026865,391.1619135624984
0,4,0.0,-1.4399602922447148,2.596783222002463,396.9528277982807
0,5,0.0,-1.1454132906438597,1.1803560100011192,412.6538777829145
0,6,9.727921492631488,-0.8508662890430028,1.1803560100011192,453.2931503163269
0,7,91.87481409707516,-0.1635899519743429,1.1803560100011192,479.7016049284312
0,8,182.6687480283024,0.7200510528282233,1.1803560100011192,493.0880038025716
0,9,258.3303596376584,1.2109627221629822,1.1803560100011192,501.9736922825849
0,10,313.45524809590347,1.8982390592316438,1.1803560100011192,509.6420456601563
0,11,342.63901257379797,3.1746093995020175,2.3607120200022385,522.8784209229234
0,12,345.88165307134176,4.058250404304584,3.541068030003358,523.3756422055365
0,13,321.0214092568391,4.843709075240197,3.541068030003358,515.4501053608756
0,14,269.1391612961378,3.5673387349698267,3.541068030003358,501.4636117612971
0,15,103.76449592140254,1.701874391497741,3.541068030003358,493.2508866526199
0,16,57.286648789941,0.7200510528282233,2.3607120200022385,484.776691757276
0,17,10.80880165847943,0.1309570496265149,2.3607120200022385,483.97513665239484
0,18,0.0,0.032774715759559925,1.1803560100011192,489.45314433344083
0,19,0.0,0.32732171736041593,2.3607120200022385,501.6136353726705
0,20,0.0,0.7200510528282233,2.3607120200022385,480.0059386573844
0,21,0.0,1.0145980544290794,3.541068030003358,471.8146456131651
0,22,0.0,1.0145980544290794,2.596783222002463,463.07040801205665
0,23,0.0,1.2109627221629822,4.131246035003919,452.7487786785356
1,0,0.0,11.127378442725114,3.541068030003358,372.65327750433494
1,1,0.0,10.931013774991207,4.721424040004477,360.1755934974772
1,2,0.0,10.538284439523398,2.3607120200022385,353.06018449016585
1,3,0.0,9.851008102454735,1.1803560100011192,353.10733475202915
1,4,4.323520663391772,10.047372770188641,1.1803560100011192,361.950159289756
1,5,39.9925661363739,9.949190436321693,1.1803560100011192,378.13128509206615
1,6,88.63217359953134,9.949190436321693,2.3607120200022385,428.1877585979231
1,7,137.27178106268877,9.752825768587787,2.3607120200022385,463.0146850177248
1,8,181.58786786245443,9.851008102454735,2.3607120200022385,478.7843172353653
1,9,217.25691333543656,10.538284439523398,1.1803560100011192,481.69906307129645
1,10,243.19803731578722,10.440102105656447,2.3607120200022385,497.60157352868805
1,11,256.1685993059625,10.63646677339035,2.3607120200022385,511.92240565414625
1,12,255.08771914011456,10.538284439523398,3.541068030003358,514.6142591394911
1,13,241.0362769840913,10.341919771789495,3.541068030003358,511.1251369621568
1,14,214.01427283789278,9.654643434720832,3.541068030003358,502.72381071271116
1,15,177.26434719906268,9.654643434720832,2.3607120200022385,494.3910666962722
1,16,131.86738023344907,9.851008102454735,2.3607120200022385,483.0106986974656
1,17,83.22777277029162,10.047372770188641,3.541068030003358,475.3294861745344
1,18,35.66904547298212,10.047372770188641,2.3607120200022385,472.9719711217544
1,19,2.161760331695886,10.047372770188641,2.3607120200022385,468.8184583055523
1,20,0.0,10.243737437922544,2.3607120200022385,448.51382439065213
1,21,0.0,10.440102105656447,2.3607120200022385,435.80896162031627
1,22,0.0,10.341919771789495,2.3607120200022385,422.39684436214094
1,23,0.0,10.341919771789495,2.3607120200022385,395.5040276127835
2,0,0.0,4.35279740590544,5.4296376460051485,378.2984543550059
2,1,0.0,3.9600680704376305,5.311602045005038,366.7766354772943
2,2,0.0,3.7637034027037277,5.075530843004813,369.27131499608754
2,3,0.0,3.6655210688367763,4.957495242004702,364.9034826550823
2,4,0.0,3.2727917333689707,6.019815651005709,370.9301482934963
2,5,0.0,3.370974067235922,4.721424040004477,387.4241806505428
2,6,0.0,3.2727917333689707,4.721424040004477,448.38951906999876
2,7,18.374962819415035,2.8800623979011633,5.9017800500055975,479.44870787423304
2,8,62.691049619180696,3.076427065635068,5.9017800500055975,484.69525037890924
2,9,102.68361575555461,3.2727917333689707,7.082136060006716,485.23533560380906
2,10,131.86738023344907,4.156432738171535,7.082136060006716,504.0311599259885
2,11,282.1097232863131,4.647344407506292,8.262492070007838,518.2362594632618
2,12,286.43324394970494,5.334620744574957,5.9017800500055975,516.7145907251813
2,13,264.815640632746,5.236438410708006,7.082136060006716,509.26055687241325
2,14,113.49241741403402,4.941891409107148,5.9017800500055975,492.46219078641366
2,15,76.74249177520396,4.2546150720384865,5.9017800500055975,482.5391957055726
2,16,32.426404975438295,3.7637034027037277,4.721424040004477,472.5390456592563
2,17,0.0,3.5673387349698267,3.541068030003358,478.3556781857588
2,18,0.0,3.4691564011028735,4.721424040004477,499.6247500555885
2,19,0.0,3.2727917333689707,3.541068030003358,512.5439323507276
2,20,0.0,2.781880064034212,4.721424040004477,485.10674387026404
2,21,0.0,2.585515396300309,4.721424040004477,470.0015021981765
2,22,0.0,2.487333062433356,4.839459641004589,447.0221603561831
2,23,0.0,2.09460372696555,2.596783222002463,410.8407343679259
3,0,0.0,15.054671797403184,1.1803560100011192,371.110176795111
3,1,0.0,14.858307129669278,2.3607120200022385,361.3157734478148
3,2,0.0,14.36739546033452,3.541068030003358,357.0208097527078
3,3,0.0,14.171030792600618,2.3607120200022385,357.22655645172784
3,4,9.727921492631488,13.680119123265857,3.541068030003358,361.31148703492323
3,5,77.8233719410519,12.796478118463288,3.541068030003358,381.48324280338704
3,6,167.53642570643117,12.698295784596336,3.541068030003358,428.0977443937732
3,7,258.3303596376584,12.796478118463288,3.541068030003358,463.02754416308477
3,8,343.7198927396459,13.1892074539311,2.3607120200022385,489.78748276600584
3,9,411.8153431880663,13.778301457132809,2.3607120200022385,492.6507919271821
3,10,460.45495065122367,13.483754455531955,2.3607120200022385,497.9187664030015
3,11,484.2343142998785,15.349218799004035,3.541068030003358,508.0903721251491
3,12,484.2343142998785,16.72377147314136,2.3607120200022385,516.7660273999363
3,13,457.2123101536799,15.741948134471844,3.541068030003358,521.0695639208263
3,14,407.4918225246746,14.760124795802327,2.3607120200022385,511.14228252040846
3,15,338.3154919104062,15.251036465137084,2.3607120200022385,499.19611091266705
3,16,252.92595880841873,14.760124795802327,2.3607120200022385,487.9271891824685
3,17,161.0511447113435,14.956489463536226,2.3607120200022385,480.53745114981564
3,18,37.830805804678015,13.091025120064142,2.3607120200022385,472.3375852798132
3,19,5.404400829239715,12.796478118463288,2.3607120200022385,469.07992818553384
3,20,0.0,12.501931116862433,3.541068030003358,455.4706368674922
3,21,0.0,12.109201781394624,2.3607120200022385,440.69544730839266
3,22,0.0,12.011019447527673,1.1803560100011192,421.8053224624862
3,23,0.0,11.421925444325964,1.1803560100011192,393.9780724618113
4,0,0.0,9.55646110085388,2.3607120200022385,349.75966345359984
4,1,0.0,9.26191409925303,2.3607120200022385,335.9960621112931
4,2,0.0,9.26191409925303,2.3607120200022385,328.7477750508599
4,3,0.0,9.26191409925303,2.3607120200022385,331.8082581785878
4,4,0.0,9.06554943151912,2.3607120200022385,333.39850924298986
4,5,19.455842985262976,9.26191409925303,2.3607120200022385,334.251501022626
4,6,96.19833476046693,10.047372770188641,2.3607120200022385,333.7928571760931
4,7,192.39666952093387,11.618290112059867,2.3607120200022385,340.35103530693834
4,8,279.94796295461725,13.385572121664996,3.541068030003358,360.20131178819736
4,9,353.4478142322774,14.661942461935375,2.3607120200022385,379.70439059821655
4,10,404.2491820271307,15.152854131270136,2.3607120200022385,394.38527954027444
4,11,430.19030600748135,15.349218799004035,2.3607120200022385,406.55862981817893
4,12,429.1094258416334,16.2328598038066,3.541068030003358,406.96155057706534
4,13,399.9256613637389,16.62558913927441,1.1803560100011192,393.7037434364698
4,14,346.96253323718975,16.821953807008313,3.541068030003358,386.1382634084086
4,15,271.3009216278337,17.116500808609167,3.541068030003358,382.2505067917648
4,16,96.19833476046693,16.72377147314136,1.1803560100011192,380.8445705485542
4,17,45.39696696561361,16.134677469939653,1.1803560100011192,385.8425024119239
4,18,7.566161160935602,15.152854131270136,1.1803560100011192,396.10840875111296
4,19,0.0,13.483754455531955,1.1803560100011192,401.29065543567424
4,20,0.0,13.581936789398906,2.3607120200022385,403.0052117274149
4,21,0.0,13.091025120064142,3.541068030003358,400.18905292141676
4,22,0.0,12.501931116862433,2.3607120200022385,387.88711090996736
4,23,0.0,12.305566449128527,2.3607120200022385,363.47182812115153
5,0,0.0,-1.0472309567769083,2.3607120200022385,414.36843416796984
5,1,0.0,-1.243595624510811,4.721424040004477,403.31811828215126
5,2,0.0,-1.734507293845569,4.721424040004477,399.62753572537383
5,3,0.0,-1.4399602922447148,4.721424040004477,406.5672026439622
5,4,0.0,-1.8326896277125213,4.721424040004477,411.0379084277922
5,5,0.0,-1.734507293845569,5.9017800500055975,427.1504519970956
5,6,0.0,-1.734507293845569,4.721424040004477,487.5671322725539
5,7,0.0,-1.9308719615794745,3.541068030003358,537.6450376562395
5,8,7.566161160935602,-1.8326896277125213,3.541068030003358,562.7804341715696
5,9,33.50728514128623,-1.6363249599786194,3.541068030003358,564.0320602972006
5,10,58.36752895578892,-1.243595624510811,5.9017800500055975,565.4294238079426
5,11,73.49985127766014,-0.9490486229099577,7.082136060006716,570.5988112538291
5,12,74.58073144350809,-0.8508662890430028,4.721424040004477,567.1997032806448
5,13,62.691049619180696,-0.9490486229099577,4.721424040004477,568.9142596657002
5,14,38.91168597052595,-1.0472309567769083,5.9017800500055975,566.4281528793754
5,15,8.647041326783544,-1.0472309567769083,5.9017800500055975,563.4362519846545
5,16,0.0,-0.8508662890430028,7.082136060006716,557.2081259667971
5,17,0.0,-0.7526839551760514,3.541068030003358,569.1671567198982
5,18,0.0,-0.5563192874421485,4.721424040004477,567.8512346808377
5,19,0.0,-0.2617722858412943,4.721424040004477,558.9655462008243
5,20,0.0,-0.2617722858412943,4.721424040004477,534.9231794672833
5,21,0.0,-0.06540761810739149,4.721424040004477,512.4153406171826
5,22,0.0,0.032774715759559925,4.721424040004477,481.3647246387317
5,23,0.0,0.22913938349346452,3.541068030003358,437.8535701183597
6,0,0.0,15.054671797403184,1.1803560100011192,354.7147313746829
6,1,0.0,15.152854131270136,2.3607120200022385,345.9833530122492
6,2,0.0,14.465577794201472,1.1803560100011192,341.3283325005425
6,3,0.0,14.465577794201472,2.3607120200022385,341.31547335518246
6,4,0.0,14.858307129669278,2.3607120200022385,345.2418074079064
6,5,12.970561990175318,14.760124795802327,1.1803560100011192,364.6248672168493
6,6,156.72762404795174,15.349218799004035,1.1803560100011192,409.7605639181265
6,7,324.26404975438294,15.938312802205747,1.1803560100011192,438.0164529684079
6,8,497.2048762900538,17.70559481181088,2.3607120200022385,459.82561015645206
6,9,634.4766573527426,18.687418150480394,2.3607120200022385,472.04611069622
6,10,732.8367524449053,19.080147485948206,1.1803560100011192,479.641595427893
6,11,729.5941119473615,19.767423823016866,1.1803560100011192,491.8663823805525
6,12,767.4249177520395,21.24015883102114,3.541068030003358,493.019421569565
6,13,719.86619045473,22.32016450355761,3.541068030003358,486.636985434128
6,14,640.9619383478303,21.829252834222853,3.541068030003358,477.98276213048416
6,15,508.01367794853314,22.123799835823707,2.3607120200022385,470.6273153076494
6,16,342.63901257379797,21.829252834222853,3.541068030003358,460.41713205610677
6,17,165.3746653747353,21.63288816648895,2.3607120200022385,455.77068427686845
6,18,17.294082653567088,20.651064827819432,1.1803560100011192,453.68749824942995
6,19,0.0,19.178329819815158,1.1803560100011192,448.8395900907486
6,20,0.0,18.196506481145633,2.3607120200022385,439.0366140109839
6,21,0.0,17.31286547634307,2.3607120200022385,435.26458998252497
6,22,0.0,16.72377147314136,3.541068030003358,411.02933560200904
6,23,0.0,15.938312802205747,3.541068030003358,382.76916013883596
7,0,0.0,1.0145980544290794,2.3607120200022385,401.29065543567424
7,1,0.0,1.0145980544290794,2.3607120200022385,389.6188128532744
7,2,0.0,1.1127803882960308,2.3607120200022385,388.26431328481874
7,3,0.0,1.1127803882960308,2.3607120200022385,395.33685834984374
7,4,0.0,1.1127803882960308,3.541068030003358,402.9966389949464
7,5,0.0,1.2109627221629822,3.541068030003358,423.3612823170702
7,6,0.0,1.2109627221629822,3.541068030003358,478.7671716771136
7,7,0.0,1.5055097237638364,3.541068030003358,517.0446428381694
7,8,22.698483482806804,1.701874391497741,3.541068030003358,526.821900533899
7,9,55.1248884582451,1.8000567253646924,2.3607120200022385,525.5745608211598
7,10,76.74249177520396,2.09460372696555,2.3607120200022385,528.2535551611443
7,11,87.5512934336834,2.3891507285664044,2.3607120200022385,528.6178983906359
7,12,83.22777277029162,2.978244731768113,2.3607120200022385,527.662033168175
7,13,67.01457028257246,3.1746093995020175,1.1803560100011192,525.4159642906884
7,14,97.27921492631488,2.978244731768113,1.1803560100011192,523.6199665272663
7,15,19.455842985262976,1.8000567253646924,2.3607120200022385,516.8817599881208
7,16,0.0,0.7200510528282233,1.1803560100011192,516.8260369004745
7,17,0.0,0.1309570496265149,2.3607120200022385,535.0217664039017
7,18,0.0,-0.06540761810739149,3.541068030003358,534.8631699667449
7,19,0.0,-0.9490486229099577,2.3607120200022385,521.0609910950433
7,20,0.0,-1.243595624510811,3.541068030003358,496.4399615138926
7,21,0.0,-1.734507293845569,3.541068030003358,478.68144388585534
7,22,0.0,-1.8326896277125213,3.541068030003358,454.44618950533936
7,23,0.0,-2.1272366293133773,3.541068030003358,422.59401842200737
8,0,0.0,-7.0,3.0,475.45540939999995
8,1,0.0,-7.2,3.0,459.3736482
8,2,0.0,-7.6,2.0,449.7916563
8,3,0.0,-7.9,3.0,448.47332850000004
8,4,0.0,-8.3,2.0,448.89133489999995
8,5,0.0,-8.7,3.0,466.8931692
8,6,0.0,-8.8,3.0,530.2923316
8,7,0.0,-9.0,3.0,581.8954463
8,8,20.0,-9.0,3.0,595.331365
8,9,105.0,-8.1,3.0,590.1774843999998
8,10,205.0,-6.9,4.0,590.6414256
8,11,259.0,-5.8,4.0,603.6455575
8,12,265.0,-4.8,5.0,603.5628749
8,13,227.0,-4.2,5.0,602.2032059
8,14,151.0,-3.3999999999999995,4.0,597.0814796
8,15,46.0,-3.3,3.0,591.9551597999998
8,16,0.0,-4.0,3.0,585.2119364
8,17,0.0,-4.9,3.0,604.2610833
8,18,0.0,-4.9,2.0,609.8237833
8,19,0.0,-5.4,2.0,597.0631057
8,20,0.0,-4.9,2.0,572.7498347
8,21,0.0,-4.9,3.0,554.5688547999998
8,22,0.0,-4.5,2.0,533.6639433
8,23,0.0,-4.3,3.0,493.4342763
9,0,0.0,1.9000000000000004,2.0,424.77558339999996
9,1,0.0,1.6999999999999993,3.0,412.2445795
9,2,0.0,0.8000000000000007,3.0,408.03695510000006
9,3,0.0,0.40000000000000036,3.0,410.55418019999996
9,4,0.0,0.1999999999999993,4.0,424.55050300000005
9,5,0.0,0.5,4.0,451.72550989999996
9,6,0.0,0.8000000000000007,3.0,517.8440103
9,7,0.0,1.0999999999999996,4.0,581.1558966
9,8,19.0,1.4000000000000004,5.0,611.344224
9,9,52.0,1.5999999999999996,4.0,619.0199232000001
9,10,79.0,1.9000000000000004,4.0,624.2472995
9,11,94.0,2.3000000000000007,5.0,636.4843208
9,12,97.0,2.5999999999999996,5.0,630.7930035
9,13,86.0,3.0,5.0,626.5302573
9,14,64.0,3.0999999999999996,5.0,616.328146
9,15,33.0,3.0999999999999996,5.0,614.7479901
9,16,2.0,3.1999999999999993,5.0,607.6740363
9,17,0.0,3.1999999999999993,5.0,615.7080267000001
9,18,0.0,3.0999999999999996,5.0,623.4204737000001
9,19,0.0,2.9000000000000004,6.0,606.8196497
9,20,0.0,3.0,6.0,580.8435402000001
9,21,0.0,3.0999999999999996,5.0,558.0277424999998
9,22,0.0,3.0999999999999996,4.0,530.788427
9,23,0.0,3.0999999999999996,4.0,486.6588985
